id,name,provider,rank,categories,imageUrl,localImage
"540","Night Market","FC","548","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n22018.webp","images/FC__Night_Market__540.webp"
"541","Fierce Fishing","FC","549","Slots|Fishing","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n21006.webp","images/FC__Fierce_Fishing__541.webp"
"542","Bao Chuan Fishing","FC","550","Slots|Fishing","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n21004.webp","images/FC__Bao_Chuan_Fishing__542.webp"
"543","Treasure Raiders","FC","551","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n22042.webp","images/FC__Treasure_Raiders__543.webp"
"544","Magic Beans","FC","552","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n22032.webp","images/FC__Magic_Beans__544.webp"
"545","Gods Grant Fortune","FC","553","Slots|Fishing","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n21009.webp","images/FC__Gods_Grant_Fortune__545.webp"
"546","Three Little Pigs","FC","554","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/22017_v2.webp","images/FC__Three_Little_Pigs__546.webp"
"547","Chinese New Year","FC","555","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n22020.webp","images/FC__Chinese_New_Year__547.webp"
"548","Cowboys","FC","557","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n22029.webp","images/FC__Cowboys__548.webp"
"549","Glory Of Rome","FC","558","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n22038.webp","images/FC__Glory_Of_Rome__549.webp"
"550","Rich Man","FC","559","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n22036.webp","images/FC__Rich_Man__550.webp"
"551","Treasure Cruise","FC","561","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/22028_v2.webp","images/FC__Treasure_Cruise__551.webp"
"552","Fa Chai Dozer","FC","562","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n27003.webp","images/FC__Fa_Chai_Dozer__552.webp"
"553","Lightning Bomb","FC","563","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n27005.webp","images/FC__Lightning_Bomb__553.webp"
"554","Grand Blue","FC","564","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n22037.webp","images/FC__Grand_Blue__554.webp"
"555","Animal Racing","FC","565","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n22024.webp","images/FC__Animal_Racing__555.webp"
"556","Win Win Neko","FC","566","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n22050.webp","images/FC__Win_Win_Neko__556.webp"
"557","Legend Of Inca","FC","567","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n22053.webp","images/FC__Legend_Of_Inca__557.webp"
"558","Crazy Buffalo","FC","569","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n22048.webp","images/FC__Crazy_Buffalo__558.webp"
"559","Chilihuahua","","570","High Cash Rebate|Slots","https://cp-images.casinoplus.live/images/cpms/26-07/3043_22059_h5_260701204651.webp","images/unknown__Chilihuahua__559.webp"
"560","Fortune Egg","FC","571","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n22051.webp","images/FC__Fortune_Egg__560.webp"
"561","Chinese New Year 2","","572","High Cash Rebate|Slots","https://cp-images.casinoplus.live/images/cpms/26-07/3043_22041_h5_260701204040.webp","images/unknown__Chinese_New_Year_2__561.webp"
"562","Robin Hood","FC","574","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n22039.webp","images/FC__Robin_Hood__562.webp"
"563","Night Market 2","FC","575","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n22054.webp","images/FC__Night_Market_2__563.webp"
"564","Money Tree Dozer","FC","576","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n27001.webp","images/FC__Money_Tree_Dozer__564.webp"
"565","War Of The Universe","FC","577","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n22031.webp","images/FC__War_Of_The_Universe__565.webp"
"566","Fortune Sheep","FC","578","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n22062.webp","images/FC__Fortune_Sheep__566.webp"
"567","Merge Magic","FC","579","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n22045.webp","images/FC__Merge_Magic__567.webp"
"568","Panda Dragon Boat","FC","580","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n22019.webp","images/FC__Panda_Dragon_Boat__568.webp"
"569","Happy Duo Bao","FC","581","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n22027.webp","images/FC__Happy_Duo_Bao__569.webp"
"570","Pong Pong Hu","FC","582","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n22021.webp","images/FC__Pong_Pong_Hu__570.webp"
"571","Fa Chai Fishing","FC","583","Slots|Fishing","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n21007.webp","images/FC__Fa_Chai_Fishing__571.webp"
"572","Fortune Koi","FC","584","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n22022.webp","images/FC__Fortune_Koi__572.webp"
"573","Roma Gladiatrix","FC","585","Slots","https://cp-images.casinoplus.live/images/cpms/fc/mobile/n22066.webp","images/FC__Roma_Gladiatrix__573.webp"
"574","Fortune Goddess","","586","High Cash Rebate|Slots","https://cp-images.casinoplus.live/images/cpms/26-07/3043_22057_h5_260701211601.webp","images/unknown__Fortune_Goddess__574.webp"
"575","Shields of Lambda","PLAYTECH","587","Slots","https://cp-images.casinoplus.live/images/cpms/PT/mobile/pop_c8bbebef_qsp.webp","images/PLAYTECH__Shields_of_Lambda__575.webp"
"576","Temple of Paw","PLAYTECH","588","Slots","https://cp-images.casinoplus.live/images/cpms/PT/mobile/pop_d2c001cd_qsp.webp","images/PLAYTECH__Temple_of_Paw__576.webp"
"577","Diamond Rise","PLAYTECH","589","Slots","https://cp-images.casinoplus.live/images/cpms/playtech/mobile/gpas_drise_pop_v2.webp","images/PLAYTECH__Diamond_Rise__577.webp"
"578","Archer","PLAYTECH","590","Slots","https://cp-images.casinoplus.live/images/cpms/playtech/mobile/arc.webp","images/PLAYTECH__Archer__578.webp"
"579","Dolphin Reef","PLAYTECH","591","Slots","https://cp-images.casinoplus.live/images/cpms/playtech/mobile/dnr.webp","images/PLAYTECH__Dolphin_Reef__579.webp"
"580","Fire Blaze: Blue Wizard","PLAYTECH","592","Slots","https://cp-images.casinoplus.live/images/cpms/playtech/mobile/gpas_bwizard_pop_v2.webp","images/PLAYTECH__Fire_Blaze_Blue_Wizard__580.webp"
"581","Fire Blaze: Blue Wizard Megaways","PLAYTECH","593","Slots","https://cp-images.casinoplus.live/images/cpms/playtech/mobile/gpas_mgbwizard_pop.webp","images/PLAYTECH__Fire_Blaze_Blue_Wizard_Megaways__581.webp"
"582","Fire Blaze: Eternal Lady","PLAYTECH","594","Slots","https://cp-images.casinoplus.live/images/cpms/playtech/mobile/gpas_elady_pop.webp","images/PLAYTECH__Fire_Blaze_Eternal_Lady__582.webp"
"583","Fire Blaze : Fire Fighter","PLAYTECH","595","Slots","https://cp-images.casinoplus.live/images/cpms/playtech/mobile/gpas_ffighter_pop_v2.webp","images/PLAYTECH__Fire_Blaze_Fire_Fighter__583.webp"
"584","Fire Blaze: Golden Macaque","PLAYTECH","596","Slots","https://cp-images.casinoplus.live/images/cpms/playtech/mobile/gpas_gmacaque_pop_v2.webp","images/PLAYTECH__Fire_Blaze_Golden_Macaque__584.webp"
"585","Fire Blaze: Green Wizard","PLAYTECH","597","Slots","https://cp-images.casinoplus.live/images/cpms/playtech/mobile/gpas_gwizard_pop_v2.webp","images/PLAYTECH__Fire_Blaze_Green_Wizard__585.webp"
"586","Fire Blaze: Pearls  Pearls  Pearls","PLAYTECH","598","Slots","https://cp-images.casinoplus.live/images/cpms/playtech/mobile/gpas_pppearls_pop.webp","images/PLAYTECH__Fire_Blaze_Pearls_Pearls_Pearls__586.webp"
"587","Fire Blaze: Red Wizard","PLAYTECH","599","Slots","https://cp-images.casinoplus.live/images/cpms/playtech/mobile/gpas_rwizard_pop_v2.webp","images/PLAYTECH__Fire_Blaze_Red_Wizard__587.webp"
"588","Fire Blaze: Sky Queen","PLAYTECH","600","Slots","https://cp-images.casinoplus.live/images/cpms/playtech/mobile/gpas_squeen_pop.webp","images/PLAYTECH__Fire_Blaze_Sky_Queen__588.webp"
"589","Gold Hit &amp; Link: Jp Bacon &amp; Co","PLAYTECH","601","Slots","https://cp-images.casinoplus.live/images/cpms/playtech/mobile/gpas_goldh4_pop.webp","images/PLAYTECH__Gold_Hit_amp_Link_Jp_Bacon_amp_Co__589.webp"
"590","Gold Hit: Dragon Bonanza","PLAYTECH","602","Slots","https://cp-images.casinoplus.live/images/cpms/playtech/mobile/gpas_goldhit3_pop.webp","images/PLAYTECH__Gold_Hit_Dragon_Bonanza__590.webp"
"591","Gold Pile: Orangutan!","PLAYTECH","603","Slots","https://cp-images.casinoplus.live/images/cpms/playtech/mobile/gpas_gporang_pop.webp","images/PLAYTECH__Gold_Pile_Orangutan__591.webp"
"592","Gold Pile: Tigers Pride","PLAYTECH","604","Slots","https://cp-images.casinoplus.live/images/cpms/playtech/mobile/gpas_tfortune_pop.webp","images/PLAYTECH__Gold_Pile_Tigers_Pride__592.webp"
"593","Gold Pile: Toltec Treasure","PLAYTECH","605","Slots","https://cp-images.casinoplus.live/images/cpms/playtech/mobile/gpas_ttreasure_pop.webp","images/PLAYTECH__Gold_Pile_Toltec_Treasure__593.webp"
"594","Great Blue","PLAYTECH","606","Slots","https://cp-images.casinoplus.live/images/cpms/playtech/mobile/bib.webp","images/PLAYTECH__Great_Blue__594.webp"
"595","Lockdown Loot","PLAYTECH","607","Slots","https://cp-images.casinoplus.live/images/cpms/playtech/mobile/gpas_pbreak_pop.webp","images/PLAYTECH__Lockdown_Loot__595.webp"
"596","Mega Fire Blaze: Piggies And The Bank","PLAYTECH","608","Slots","https://cp-images.casinoplus.live/images/cpms/playtech/mobile/gpas_engage_pop_v2.webp","images/PLAYTECH__Mega_Fire_Blaze_Piggies_And_The_Bank__596.webp"
"597","Midnight Wilds","PLAYTECH","609","Slots","https://cp-images.casinoplus.live/images/cpms/playtech/mobile/gpas_mwilds_pop.webp","images/PLAYTECH__Midnight_Wilds__597.webp"
"598","Mighty Hat: Lamp Of Gold","PLAYTECH","610","Slots","https://cp-images.casinoplus.live/images/cpms/playtech/mobile/gpas_gwish_pop_v2.webp","images/PLAYTECH__Mighty_Hat_Lamp_Of_Gold__598.webp"
"599","Panda Blitz","PLAYTECH","611","Slots","https://cp-images.casinoplus.live/images/cpms/playtech/mobile/gpas_pandabz_pop.webp","images/PLAYTECH__Panda_Blitz__599.webp"
"600","Panther Moon","PLAYTECH","612","Slots","https://cp-images.casinoplus.live/images/cpms/playtech/mobile/pmn.webp","images/PLAYTECH__Panther_Moon__600.webp"
"601","Pigeons From Space!","PLAYTECH","613","Slots","https://cp-images.casinoplus.live/images/cpms/playtech/mobile/gpas_pigeonfs_pop.webp","images/PLAYTECH__Pigeons_From_Space__601.webp"
"602","Cloud Princess","","614","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201455.webp","images/unknown__Cloud_Princess__602.webp"
"603","Le Bandit","","615","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201276.webp","images/unknown__Le_Bandit__603.webp"
"604","2 Wild 2 Die","","616","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201325.webp","images/unknown__2_Wild_2_Die__604.webp"
"605","Pug Life","","617","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201173.webp","images/unknown__Pug_Life__605.webp"
"606","Hand Of Anubis","","618","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201118.webp","images/unknown__Hand_Of_Anubis__606.webp"
"607","Old Gun","","619","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201472.webp","images/unknown__Old_Gun__607.webp"
"608","Wanted Dead Or A Wild","","620","High Cash Rebate|Slots","https://cp-images.casinoplus.live/images/cpms/26-07/3202_201078_h5_260701211015.webp","images/unknown__Wanted_Dead_Or_A_Wild__608.webp"
"609","Outlaws Inc.","","621","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201130.webp","images/unknown__Outlaws_Inc.__609.webp"
"610","Monkey Frenzy","","623","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201544.webp","images/unknown__Monkey_Frenzy__610.webp"
"611","Octo Attack","","624","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201416.webp","images/unknown__Octo_Attack__611.webp"
"612","Orb Of Destiny","","625","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201351.webp","images/unknown__Orb_Of_Destiny__612.webp"
"613","Phoenix DuelReels","","626","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201500.webp","images/unknown__Phoenix_DuelReels__613.webp"
"614","Pickle Bandits","","627","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201431.webp","images/unknown__Pickle_Bandits__614.webp"
"615","Piggy Cluster Hunt","","628","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201426.webp","images/unknown__Piggy_Cluster_Hunt__615.webp"
"616","Pray For Three","","630","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201539.webp","images/unknown__Pray_For_Three__616.webp"
"617","Rad Maxx","","631","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201537.webp","images/unknown__Rad_Maxx__617.webp"
"618","Reign Of Rome","","632","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201536.webp","images/unknown__Reign_Of_Rome__618.webp"
"619","RIP City","","633","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201209.webp","images/unknown__RIP_City__619.webp"
"620","Rise Of Ymir","","634","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201456.webp","images/unknown__Rise_Of_Ymir__620.webp"
"621","Rocket Reels","","635","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201074.webp","images/unknown__Rocket_Reels__621.webp"
"622","Ronin Stackways","","636","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201272.webp","images/unknown__Ronin_Stackways__622.webp"
"623","Rotten","","637","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201208.webp","images/unknown__Rotten__623.webp"
"624","Rusty &amp; Curly","","638","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201348.webp","images/unknown__Rusty_amp_Curly__624.webp"
"625","Shadow Strike","","639","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201451.webp","images/unknown__Shadow_Strike__625.webp"
"626","Shadow Treasure","","640","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201474.webp","images/unknown__Shadow_Treasure__626.webp"
"627","Shaolin Master","","641","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201468.webp","images/unknown__Shaolin_Master__627.webp"
"628","SixSixSix","","642","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201404.webp","images/unknown__SixSixSix__628.webp"
"629","Slayers Inc","","643","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201394.webp","images/unknown__Slayers_Inc__629.webp"
"630","Snow Slingers","","644","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201466.webp","images/unknown__Snow_Slingers__630.webp"
"631","Speed Crash","","645","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201418.webp","images/unknown__Speed_Crash__631.webp"
"632","Spinman","","646","High Cash Rebate|Slots","https://cp-images.casinoplus.live/images/cpms/26-07/3202_201541_h5_260701211119.webp","images/unknown__Spinman__632.webp"
"633","Stack","","647","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201065.webp","images/unknown__Stack__633.webp"
"634","Stick","","648","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201053.webp","images/unknown__Stick__634.webp"
"635","Stormforged","","649","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201220.webp","images/unknown__Stormforged__635.webp"
"636","Street Knockout","","650","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201573.webp","images/unknown__Street_Knockout__636.webp"
"637","Strength Of Hercules","","651","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201514.webp","images/unknown__Strength_Of_Hercules__637.webp"
"638","Tai the Toad","","652","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201402.webp","images/unknown__Tai_the_Toad__638.webp"
"639","Tasty Treats","","653","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201086.webp","images/unknown__Tasty_Treats__639.webp"
"640","Temple Of Torment","","654","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201236.webp","images/unknown__Temple_Of_Torment__640.webp"
"641","The Bowery Boys","","655","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201102.webp","images/unknown__The_Bowery_Boys__641.webp"
"642","The Library","","656","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201516.webp","images/unknown__The_Library__642.webp"
"643","The Respinners","","657","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201058.webp","images/unknown__The_Respinners__643.webp"
"644","Time Spinners","","658","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201168.webp","images/unknown__Time_Spinners__644.webp"
"645","Toshi Video Club","","659","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201070.webp","images/unknown__Toshi_Video_Club__645.webp"
"646","Twenty-one","","660","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201316.webp","images/unknown__Twenty-one__646.webp"
"647","Twisted Lab","","661","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201400.webp","images/unknown__Twisted_Lab__647.webp"
"648","Ultimate Slot Of America","","662","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201559.webp","images/unknown__Ultimate_Slot_Of_America__648.webp"
"649","Undead Fortune","","663","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201171.webp","images/unknown__Undead_Fortune__649.webp"
"650","Valhalla: Wild Winter","","664","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201497.webp","images/unknown__Valhalla_Wild_Winter__650.webp"
"651","Vending Machine","","665","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201260.webp","images/unknown__Vending_Machine__651.webp"
"652","Warrior Ways","","666","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201110.webp","images/unknown__Warrior_Ways__652.webp"
"653","Wheel","","667","Slots","https://cp-images.casinoplus.live/images/cpms/ALL_GAME/3202/201284.webp","images/unknown__Wheel__653.webp"
